Match Number,Round Number,Date,Location,Home Team,Away Team,Result
293,33,08/05/2026 22:00,Stade Saint-Symphorien,Metz,Lorient,
294,33,08/05/2026 22:00,Stade Louis II,Monaco,Lille,
295,33,08/05/2026 22:00,Parc des Princes,Paris Saint-Germain,Stade Brestois 29,
296,33,08/05/2026 22:00,Roazhon Park,Stade Rennais FC,Paris FC,
297,33,08/05/2026 22:00,Stadium de Toulouse,Toulouse,Olympique Lyonnais,
298,34,15/05/2026 22:00,Stade Francis-Le Blé,Stade Brestois 29,Angers,
299,34,15/05/2026 22:00,Stade Pierre-Mauroy,Lille,Auxerre,
300,34,15/05/2026 22:00,Stade du Moustoir,Lorient,Havre Athletic Club,
301,34,15/05/2026 22:00,Parc Olympique Lyonnais,Olympique Lyonnais,Lens,
302,34,15/05/2026 22:00,Stade Vélodrome,Olympique de Marseille,Stade Rennais FC,
303,34,15/05/2026 22:00,Stade de la Beaujoire,Nantes,Toulouse,
304,34,15/05/2026 22:00,Allianz Riviera,Nice,Metz,
305,34,15/05/2026 22:00,Stade Charléty,Paris FC,Paris Saint-Germain,
306,34,15/05/2026 22:00,Stade de la Meinau,Strasbourg,Monaco,
