Match Number,Round Number,Date,Location,Home Team,Away Team,Result
196,22,07/02/2026 01:00,Goffertstadion,Nijmegen,Heracles,
197,22,07/02/2026 01:00,Fortuna Sittard Stadion,For Sittard,Sparta Rotterdam,
198,22,07/02/2026 01:00,Rat Verlegh Stadion,NAC Breda,Excelsior,
199,23,14/02/2026 01:00,Johan Cruyff Arena,Ajax,For Sittard,
200,23,14/02/2026 01:00,Sparta Stadion Het Kasteel,Sparta Rotterdam,Nijmegen,
201,23,14/02/2026 01:00,Sportpark Schoonenberg,Telstar,Twente,
202,23,14/02/2026 01:00,Asito Stadion,Heracles,NAC Breda,
203,23,14/02/2026 01:00,Euroborg,Groningen,Utrecht,
204,23,14/02/2026 01:00,Van Donge & De Roo Stadion,Excelsior,AZ,
205,23,14/02/2026 01:00,Kras Stadion,Volendam,PSV,
206,23,14/02/2026 01:00,De Kuip,Feyenoord,Go Ahead Eagles,
207,23,14/02/2026 01:00,Abe Lenstra Stadion,Heerenveen,Zwolle,
208,24,21/02/2026 01:00,De Grolsch Veste,Twente,Groningen,
209,24,21/02/2026 01:00,De Kuip,Feyenoord,Telstar,
210,24,21/02/2026 01:00,Fortuna Sittard Stadion,For Sittard,Excelsior,
211,24,21/02/2026 01:00,AFAS Stadion,AZ,Sparta Rotterdam,
212,24,21/02/2026 01:00,Johan Cruyff Arena,Ajax,Nijmegen,
213,24,21/02/2026 01:00,De Adelaarshorst,Go Ahead Eagles,Heracles,
214,24,21/02/2026 01:00,Rat Verlegh Stadion,NAC Breda,Volendam,
215,24,21/02/2026 01:00,Stadion Galgenwaard,Utrecht,Zwolle,
216,24,21/02/2026 01:00,Philips Stadion,PSV,Heerenveen,
217,25,28/02/2026 01:00,Asito Stadion,Heracles,PSV,
218,25,28/02/2026 01:00,Stadion Galgenwaard,Utrecht,AZ,
219,25,28/02/2026 01:00,MAC³PARK Stadion,Zwolle,Ajax,
220,25,28/02/2026 01:00,Goffertstadion,Nijmegen,For Sittard,
221,25,28/02/2026 01:00,Sportpark Schoonenberg,Telstar,NAC Breda,
222,25,28/02/2026 01:00,Abe Lenstra Stadion,Heerenveen,Sparta Rotterdam,
223,25,28/02/2026 01:00,Van Donge & De Roo Stadion,Excelsior,Go Ahead Eagles,
224,25,28/02/2026 01:00,Kras Stadion,Volendam,Groningen,
225,25,28/02/2026 01:00,De Grolsch Veste,Twente,Feyenoord,
226,26,07/03/2026 01:00,Goffertstadion,Nijmegen,Volendam,
227,26,07/03/2026 01:00,De Adelaarshorst,Go Ahead Eagles,Twente,
228,26,07/03/2026 01:00,Euroborg,Groningen,Ajax,
229,26,07/03/2026 01:00,Sparta Stadion Het Kasteel,Sparta Rotterdam,Zwolle,
230,26,07/03/2026 01:00,Van Donge & De Roo Stadion,Excelsior,Heerenveen,
231,26,07/03/2026 01:00,Rat Verlegh Stadion,NAC Breda,Feyenoord,
232,26,07/03/2026 01:00,Asito Stadion,Heracles,Utrecht,
233,26,07/03/2026 01:00,Philips Stadion,PSV,AZ,
234,26,07/03/2026 01:00,Fortuna Sittard Stadion,For Sittard,Telstar,
235,27,14/03/2026 01:00,AFAS Stadion,AZ,Heracles,
236,27,14/03/2026 01:00,De Kuip,Feyenoord,Excelsior,
237,27,14/03/2026 01:00,Kras Stadion,Volendam,For Sittard,
238,27,14/03/2026 01:00,Johan Cruyff Arena,Ajax,Sparta Rotterdam,
239,27,14/03/2026 01:00,De Grolsch Veste,Twente,Utrecht,
240,27,14/03/2026 01:00,De Adelaarshorst,Go Ahead Eagles,NAC Breda,
241,27,14/03/2026 01:00,Philips Stadion,PSV,Nijmegen,
242,27,14/03/2026 01:00,MAC³PARK Stadion,Zwolle,Groningen,
243,27,14/03/2026 01:00,Abe Lenstra Stadion,Heerenveen,Telstar,
244,28,21/03/2026 01:00,Asito Stadion,Heracles,Excelsior,
245,28,21/03/2026 01:00,MAC³PARK Stadion,Zwolle,NAC Breda,
246,28,21/03/2026 01:00,Euroborg,Groningen,AZ,
247,28,21/03/2026 01:00,Stadion Galgenwaard,Utrecht,Go Ahead Eagles,
248,28,21/03/2026 01:00,De Kuip,Feyenoord,Ajax,
249,28,21/03/2026 01:00,Fortuna Sittard Stadion,For Sittard,Twente,
250,28,21/03/2026 01:00,Sparta Stadion Het Kasteel,Sparta Rotterdam,Volendam,
251,28,21/03/2026 01:00,Goffertstadion,Nijmegen,Heerenveen,
252,28,21/03/2026 01:00,Sportpark Schoonenberg,Telstar,PSV,
253,29,04/04/2026 02:00,AFAS Stadion,AZ,For Sittard,
254,29,04/04/2026 02:00,Abe Lenstra Stadion,Heerenveen,Heracles,
255,29,04/04/2026 02:00,Philips Stadion,PSV,Utrecht,
256,29,04/04/2026 02:00,Van Donge & De Roo Stadion,Excelsior,Nijmegen,
257,29,04/04/2026 02:00,Kras Stadion,Volendam,Feyenoord,
258,29,04/04/2026 02:00,Sportpark Schoonenberg,Telstar,Groningen,
259,29,04/04/2026 02:00,De Adelaarshorst,Go Ahead Eagles,Zwolle,
260,29,04/04/2026 02:00,Rat Verlegh Stadion,NAC Breda,Sparta Rotterdam,
261,29,04/04/2026 02:00,Johan Cruyff Arena,Ajax,Twente,
262,30,11/04/2026 02:00,Asito Stadion,Heracles,Ajax,
263,30,11/04/2026 02:00,Sparta Stadion Het Kasteel,Sparta Rotterdam,PSV,
264,30,11/04/2026 02:00,Euroborg,Groningen,Go Ahead Eagles,
265,30,11/04/2026 02:00,Stadion Galgenwaard,Utrecht,Telstar,
266,30,11/04/2026 02:00,MAC³PARK Stadion,Zwolle,Excelsior,
267,30,11/04/2026 02:00,Fortuna Sittard Stadion,For Sittard,NAC Breda,
268,30,11/04/2026 02:00,Goffertstadion,Nijmegen,Feyenoord,
269,30,11/04/2026 02:00,AFAS Stadion,AZ,Heerenveen,
270,30,11/04/2026 02:00,De Grolsch Veste,Twente,Volendam,
271,31,23/04/2026 02:00,De Adelaarshorst,Go Ahead Eagles,AZ,
272,31,23/04/2026 02:00,De Kuip,Feyenoord,Groningen,
273,31,23/04/2026 02:00,Rat Verlegh Stadion,NAC Breda,Ajax,
274,31,23/04/2026 02:00,De Grolsch Veste,Twente,Nijmegen,
275,31,23/04/2026 02:00,Asito Stadion,Heracles,Volendam,
276,31,23/04/2026 02:00,Abe Lenstra Stadion,Heerenveen,For Sittard,
277,31,23/04/2026 02:00,Philips Stadion,PSV,Zwolle,
278,31,23/04/2026 02:00,Van Donge & De Roo Stadion,Excelsior,Utrecht,
279,31,23/04/2026 02:00,Sportpark Schoonenberg,Telstar,Sparta Rotterdam,
280,32,02/05/2026 02:00,Fortuna Sittard Stadion,For Sittard,Feyenoord,
281,32,02/05/2026 02:00,Johan Cruyff Arena,Ajax,PSV,
282,32,02/05/2026 02:00,Euroborg,Groningen,Excelsior,
283,32,02/05/2026 02:00,Sparta Stadion Het Kasteel,Sparta Rotterdam,Go Ahead Eagles,
284,32,02/05/2026 02:00,Stadion Galgenwaard,Utrecht,NAC Breda,
285,32,02/05/2026 02:00,Goffertstadion,Nijmegen,Telstar,
286,32,02/05/2026 02:00,MAC³PARK Stadion,Zwolle,Heracles,
287,32,02/05/2026 02:00,AFAS Stadion,AZ,Twente,
288,32,02/05/2026 02:00,Kras Stadion,Volendam,Heerenveen,
289,33,10/05/2026 16:45,Euroborg,Groningen,Nijmegen,
290,33,10/05/2026 16:45,Fortuna Sittard Stadion,For Sittard,Zwolle,
291,33,10/05/2026 16:45,De Adelaarshorst,Go Ahead Eagles,PSV,
292,33,10/05/2026 16:45,Johan Cruyff Arena,Ajax,Utrecht,
293,33,10/05/2026 16:45,De Grolsch Veste,Twente,Sparta Rotterdam,
294,33,10/05/2026 16:45,Rat Verlegh Stadion,NAC Breda,Heerenveen,
295,33,10/05/2026 16:45,Sportpark Schoonenberg,Telstar,Heracles,
296,33,10/05/2026 16:45,De Kuip,Feyenoord,AZ,
297,33,10/05/2026 16:45,Van Donge & De Roo Stadion,Excelsior,Volendam,
298,34,17/05/2026 14:30,Asito Stadion,Heracles,Groningen,
299,34,17/05/2026 14:30,Sparta Stadion Het Kasteel,Sparta Rotterdam,Excelsior,
300,34,17/05/2026 14:30,Goffertstadion,Nijmegen,Go Ahead Eagles,
301,34,17/05/2026 14:30,Kras Stadion,Volendam,Telstar,
302,34,17/05/2026 14:30,MAC³PARK Stadion,Zwolle,Feyenoord,
303,34,17/05/2026 14:30,Stadion Galgenwaard,Utrecht,For Sittard,
304,34,17/05/2026 14:30,Abe Lenstra Stadion,Heerenveen,Ajax,
305,34,17/05/2026 14:30,Philips Stadion,PSV,Twente,
306,34,17/05/2026 14:30,AFAS Stadion,AZ,NAC Breda,
