Match Number,Round Number,Date,Location,Home Team,Away Team,Result
174,20,01/02/2026 15:30,Estádio Cidade de Barcelos,Gil Vicente,Famalicao,
175,20,01/02/2026 15:30,Estádio João Cardoso,Tondela,Benfica,
176,20,01/02/2026 15:30,Estádio do CD Aves,AFS,Sp Braga,
177,20,01/02/2026 15:30,Estádio Municipal de Rio Maior,Casa Pia,Porto,
178,20,01/02/2026 15:30,Complexo Desportivo FC Alverca,Alverca,Estrela,
179,20,01/02/2026 15:30,Estádio de São Miguel,Santa Clara,Estoril,
180,20,01/02/2026 15:30,Estádio D. Afonso Henriques,Vitoria,Moreirense,
181,21,08/02/2026 15:30,Estádio Municipal de Famalicão,Famalicao,AFS,
182,21,08/02/2026 15:30,Estádio da Madeira,Nacional,Casa Pia,
183,21,08/02/2026 15:30,Estádio da Luz,Benfica,Alverca,
184,21,08/02/2026 15:30,Parque Joaquim de Almeida Freitas,Moreirense,Gil Vicente,
185,21,08/02/2026 15:30,Estádio José Gomes,Estrela,Santa Clara,
186,21,08/02/2026 15:30,Estadio António Coimbra da Mota,Estoril,Tondela,
187,21,08/02/2026 15:30,Estádio Municipal de Arouca,Arouca,Vitoria,
188,21,08/02/2026 15:30,Estádio do Dragão,Porto,Sporting CP,
189,21,08/02/2026 15:30,Estádio Municipal de Braga,Sp Braga,Rio Ave,
190,22,15/02/2026 15:30,Estádio D. Afonso Henriques,Vitoria,Estrela,
191,22,15/02/2026 15:30,Estádio João Cardoso,Tondela,Alverca,
192,22,15/02/2026 15:30,Estádio Municipal de Rio Maior,Casa Pia,Arouca,
193,22,15/02/2026 15:30,Estádio José Alvalade,Sporting CP,Famalicao,
194,22,15/02/2026 15:30,Estádio do Rio Ave FC,Rio Ave,Moreirense,
195,22,15/02/2026 15:30,Estádio Cidade de Barcelos,Gil Vicente,Sp Braga,
196,22,15/02/2026 15:30,Estádio de São Miguel,Santa Clara,Benfica,
197,22,15/02/2026 15:30,Estádio do CD Aves,AFS,Estoril,
198,22,15/02/2026 15:30,Estádio da Madeira,Nacional,Porto,
199,23,22/02/2026 15:30,Estádio da Luz,Benfica,AFS,
200,23,22/02/2026 15:30,Estádio Municipal de Famalicão,Famalicao,Casa Pia,
201,23,22/02/2026 15:30,Estadio António Coimbra da Mota,Estoril,Gil Vicente,
202,23,22/02/2026 15:30,Estádio José Gomes,Estrela,Tondela,
203,23,22/02/2026 15:30,Complexo Desportivo FC Alverca,Alverca,Santa Clara,
204,23,22/02/2026 15:30,Estádio Municipal de Arouca,Arouca,Nacional,
205,23,22/02/2026 15:30,Estádio do Dragão,Porto,Rio Ave,
206,23,22/02/2026 15:30,Parque Joaquim de Almeida Freitas,Moreirense,Sporting CP,
207,23,22/02/2026 15:30,Estádio Municipal de Braga,Sp Braga,Vitoria,
208,24,01/03/2026 15:30,Estádio José Alvalade,Sporting CP,Estoril,
209,24,01/03/2026 15:30,Estádio D. Afonso Henriques,Vitoria,Alverca,
210,24,01/03/2026 15:30,Estádio do Dragão,Porto,Arouca,
211,24,01/03/2026 15:30,Estádio do Rio Ave FC,Rio Ave,Famalicao,
212,24,01/03/2026 15:30,Estádio João Cardoso,Tondela,Santa Clara,
213,24,01/03/2026 15:30,Estádio da Madeira,Nacional,Sp Braga,
214,24,01/03/2026 15:30,Estádio Cidade de Barcelos,Gil Vicente,Benfica,
215,24,01/03/2026 15:30,Estádio do CD Aves,AFS,Estrela,
216,24,01/03/2026 15:30,Estádio Municipal de Rio Maior,Casa Pia,Moreirense,
217,25,08/03/2026 15:30,Complexo Desportivo FC Alverca,Alverca,AFS,
218,25,08/03/2026 15:30,Estadio António Coimbra da Mota,Estoril,Casa Pia,
219,25,08/03/2026 15:30,Estádio Municipal de Famalicão,Famalicao,Arouca,
220,25,08/03/2026 15:30,Estádio João Cardoso,Tondela,Rio Ave,
221,25,08/03/2026 15:30,Estádio José Gomes,Estrela,Gil Vicente,
222,25,08/03/2026 15:30,Parque Joaquim de Almeida Freitas,Moreirense,Nacional,
223,25,08/03/2026 15:30,Estádio de São Miguel,Santa Clara,Vitoria,
224,25,08/03/2026 15:30,Estádio Municipal de Braga,Sp Braga,Sporting CP,
225,25,08/03/2026 15:30,Estádio da Luz,Benfica,Porto,
226,26,15/03/2026 15:30,Estádio da Madeira,Nacional,Estoril,
227,26,15/03/2026 15:30,Estádio do Rio Ave FC,Rio Ave,Estrela,
228,26,15/03/2026 15:30,Estádio Cidade de Barcelos,Gil Vicente,Alverca,
229,26,15/03/2026 15:30,Estádio D. Afonso Henriques,Vitoria,Famalicao,
230,26,15/03/2026 15:30,Estádio do Dragão,Porto,Moreirense,
231,26,15/03/2026 15:30,Estádio Municipal de Rio Maior,Casa Pia,Sp Braga,
232,26,15/03/2026 15:30,Estádio do CD Aves,AFS,Santa Clara,
233,26,15/03/2026 15:30,Estádio Municipal de Arouca,Arouca,Benfica,
234,26,15/03/2026 15:30,Estádio José Alvalade,Sporting CP,Tondela,
235,27,22/03/2026 15:30,Estádio João Cardoso,Tondela,AFS,
236,27,22/03/2026 15:30,Estádio José Gomes,Estrela,Casa Pia,
237,27,22/03/2026 15:30,Parque Joaquim de Almeida Freitas,Moreirense,Arouca,
238,27,22/03/2026 15:30,Estadio António Coimbra da Mota,Estoril,Rio Ave,
239,27,22/03/2026 15:30,Complexo Desportivo FC Alverca,Alverca,Sporting CP,
240,27,22/03/2026 15:30,Estádio Municipal de Famalicão,Famalicao,Nacional,
241,27,22/03/2026 15:30,Estádio de São Miguel,Santa Clara,Gil Vicente,
242,27,22/03/2026 15:30,Estádio Municipal de Braga,Sp Braga,Porto,
243,27,22/03/2026 15:30,Estádio da Luz,Benfica,Vitoria,
244,28,03/04/2026 15:30,Estádio Cidade de Barcelos,Gil Vicente,AFS,
245,28,03/04/2026 15:30,Estádio da Madeira,Nacional,Estrela,
246,28,03/04/2026 15:30,Estádio do Rio Ave FC,Rio Ave,Alverca,
247,28,03/04/2026 15:30,Estádio do Dragão,Porto,Famalicao,
248,28,03/04/2026 15:30,Estádio José Alvalade,Sporting CP,Santa Clara,
249,28,03/04/2026 15:30,Parque Joaquim de Almeida Freitas,Moreirense,Sp Braga,
250,28,03/04/2026 15:30,Estádio Municipal de Rio Maior,Casa Pia,Benfica,
251,28,03/04/2026 15:30,Estádio Municipal de Arouca,Arouca,Estoril,
252,28,03/04/2026 15:30,Estádio D. Afonso Henriques,Vitoria,Tondela,
253,29,11/04/2026 15:30,Estádio Municipal de Braga,Sp Braga,Arouca,
254,29,11/04/2026 15:30,Estádio João Cardoso,Tondela,Gil Vicente,
255,29,11/04/2026 15:30,Estádio do CD Aves,AFS,Vitoria,
256,29,11/04/2026 15:30,Estadio António Coimbra da Mota,Estoril,Porto,
257,29,11/04/2026 15:30,Estádio José Gomes,Estrela,Sporting CP,
258,29,11/04/2026 15:30,Complexo Desportivo FC Alverca,Alverca,Casa Pia,
259,29,11/04/2026 15:30,Estádio Municipal de Famalicão,Famalicao,Moreirense,
260,29,11/04/2026 15:30,Estádio de São Miguel,Santa Clara,Rio Ave,
261,29,11/04/2026 15:30,Estádio da Luz,Benfica,Nacional,
262,30,18/04/2026 15:30,Estádio do Rio Ave FC,Rio Ave,AFS,
263,30,18/04/2026 15:30,Parque Joaquim de Almeida Freitas,Moreirense,Estoril,
264,30,18/04/2026 15:30,Estádio da Madeira,Nacional,Alverca,
265,30,18/04/2026 15:30,Estádio Municipal de Rio Maior,Casa Pia,Santa Clara,
266,30,18/04/2026 15:30,Estádio José Alvalade,Sporting CP,Benfica,
267,30,18/04/2026 15:30,Estádio Cidade de Barcelos,Gil Vicente,Vitoria,
268,30,18/04/2026 15:30,Estádio Municipal de Arouca,Arouca,Estrela,
269,30,18/04/2026 15:30,Estádio do Dragão,Porto,Tondela,
270,30,18/04/2026 15:30,Estádio Municipal de Braga,Sp Braga,Famalicao,
271,31,25/04/2026 15:30,Estádio Cidade de Barcelos,Gil Vicente,Casa Pia,
272,31,25/04/2026 15:30,Estádio João Cardoso,Tondela,Nacional,
273,31,25/04/2026 15:30,Estádio de São Miguel,Santa Clara,Sp Braga,
274,31,25/04/2026 15:30,Estádio do CD Aves,AFS,Sporting CP,
275,31,25/04/2026 15:30,Estadio António Coimbra da Mota,Estoril,Famalicao,
276,31,25/04/2026 15:30,Estádio José Gomes,Estrela,Porto,
277,31,25/04/2026 15:30,Complexo Desportivo FC Alverca,Alverca,Arouca,
278,31,25/04/2026 15:30,Estádio da Luz,Benfica,Moreirense,
279,31,25/04/2026 15:30,Estádio D. Afonso Henriques,Vitoria,Rio Ave,
280,32,02/05/2026 15:30,Estádio da Madeira,Nacional,AFS,
281,32,02/05/2026 15:30,Parque Joaquim de Almeida Freitas,Moreirense,Estrela,
282,32,02/05/2026 15:30,Estádio do Dragão,Porto,Alverca,
283,32,02/05/2026 15:30,Estádio do Rio Ave FC,Rio Ave,Gil Vicente,
284,32,02/05/2026 15:30,Estádio Municipal de Famalicão,Famalicao,Benfica,
285,32,02/05/2026 15:30,Estádio José Alvalade,Sporting CP,Vitoria,
286,32,02/05/2026 15:30,Estádio Municipal de Rio Maior,Casa Pia,Tondela,
287,32,02/05/2026 15:30,Estádio Municipal de Arouca,Arouca,Santa Clara,
288,32,02/05/2026 15:30,Estádio Municipal de Braga,Sp Braga,Estoril,
289,33,09/05/2026 15:30,Estádio D. Afonso Henriques,Vitoria,Casa Pia,
290,33,09/05/2026 15:30,Estádio Cidade de Barcelos,Gil Vicente,Arouca,
291,33,09/05/2026 15:30,Estádio João Cardoso,Tondela,Moreirense,
292,33,09/05/2026 15:30,Estádio do CD Aves,AFS,Porto,
293,33,09/05/2026 15:30,Estádio José Gomes,Estrela,Famalicao,
294,33,09/05/2026 15:30,Complexo Desportivo FC Alverca,Alverca,Estoril,
295,33,09/05/2026 15:30,Estádio do Rio Ave FC,Rio Ave,Sporting CP,
296,33,09/05/2026 15:30,Estádio de São Miguel,Santa Clara,Nacional,
297,33,09/05/2026 15:30,Estádio da Luz,Benfica,Sp Braga,
298,34,16/05/2026 15:30,Parque Joaquim de Almeida Freitas,Moreirense,AFS,
299,34,16/05/2026 15:30,Estádio Municipal de Famalicão,Famalicao,Alverca,
300,34,16/05/2026 15:30,Estádio José Alvalade,Sporting CP,Gil Vicente,
301,34,16/05/2026 15:30,Estádio do Dragão,Porto,Santa Clara,
302,34,16/05/2026 15:30,Estadio António Coimbra da Mota,Estoril,Benfica,
303,34,16/05/2026 15:30,Estádio da Madeira,Nacional,Vitoria,
304,34,16/05/2026 15:30,Estádio Municipal de Rio Maior,Casa Pia,Rio Ave,
305,34,16/05/2026 15:30,Estádio Municipal de Arouca,Arouca,Tondela,
306,34,16/05/2026 15:30,Estádio Municipal de Braga,Sp Braga,Estrela,
